student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S03893,I063,cad_modelling communication networking surveying,analysis ml presentation python,6.63,5000.0,SC,F,1,0,0
S05504,I008,cloud python,design manufacturing networking python,9.36,5000.0,GEN,M,0,0,0
S04236,I029,design excel ml seo,communication design,5.94,5000.0,GEN,F,0,0,0
S03223,I066,backend cloud design networking seo,communication sql writing,7.97,5000.0,GEN,F,0,0,0
S00472,I001,analysis communication presentation writing,autocad cad_modelling design manufacturing,7.89,5000.0,OBC,F,1,0,0
S01928,I023,communication frontend social_media writing,frontend java ml sql,6.47,5000.0,OBC,F,1,1,0
S00209,I067,manufacturing networking,communication ml sql writing,7.86,5000.0,OBC,F,1,0,0
S04948,I006,communication excel writing,analysis cad_modelling design manufacturing,5.35,5000.0,GEN,F,1,0,0
S04733,I007,analysis ml sql writing,design manufacturing networking pcb_design,7.8,5000.0,GEN,F,1,0,0
S02682,I030,cad_modelling design pcb_design presentation,cloud java python sql,7.1,5000.0,GEN,F,0,0,0
S02109,I049,ml sql,design presentation seo writing,4.82,5000.0,OBC,O,1,0,0
S05586,I051,cloud financial_modeling ml networking writing,ml networking python,6.83,5000.0,GEN,F,0,0,0
S03689,I050,ml python sql surveying,frontend ml networking,6.48,5000.0,GEN,M,0,1,0
S04878,I062,analysis communication writing,analysis communication excel,6.76,5000.0,GEN,M,0,0,0
S02778,I060,backend cloud sql,analysis design pcb_design python,8.29,5000.0,GEN,F,0,0,0
S00631,I036,autocad cloud communication java writing,frontend python,6.68,5000.0,GEN,M,0,0,0
S01977,I052,frontend java python writing,cloud frontend ml,7.43,5000.0,SC,M,0,0,0
S01206,I064,excel frontend java social_media,analysis ml python sql,7.72,5000.0,GEN,F,0,0,0
S03297,I009,social_media surveying,autocad design,7.36,5000.0,GEN,F,0,0,0
S05970,I021,cloud networking python,autocad cad_modelling design manufacturing,7.61,5000.0,SC,M,0,1,1
S01443,I053,autocad cad_modelling,backend cloud sql,8.02,5000.0,GEN,F,0,1,0
S03950,I021,backend cloud communication construction_management python,autocad cad_modelling design manufacturing,5.22,5000.0,GEN,M,0,1,0
S03808,I003,cloud java,ml networking python sql,6.08,5000.0,ST,F,1,0,0
S04015,I055,analysis excel presentation writing,backend cloud ml python,6.33,5000.0,GEN,M,0,0,0
S04029,I056,communication excel writing,ml networking python,6.67,5000.0,GEN,F,0,1,1
S02413,I049,construction_management design sql,design presentation seo writing,8.16,5000.0,GEN,M,0,1,0
S03048,I036,frontend java,frontend python,4.82,5000.0,OBC,M,1,1,0
S04526,I028,java presentation,analysis cad_modelling design,5.89,5000.0,GEN,M,0,0,0
S00266,I057,analysis frontend manufacturing,backend cloud ml sql,7.96,5000.0,GEN,F,1,0,0
S03481,I008,backend networking sql surveying,design manufacturing networking python,6.62,5000.0,OBC,F,1,0,0
S04789,I042,communication excel presentation,communication excel presentation,4.35,5000.0,GEN,M,0,0,0
S00243,I015,analysis communication pcb_design seo,communication excel presentation,7.12,5000.0,GEN,M,1,0,0
S04659,I045,analysis communication ml presentation writing,analysis communication excel,7.57,5000.0,OBC,F,0,0,0
S02181,I045,design excel networking writing,analysis communication excel,5.9,5000.0,OBC,F,0,1,0
S04059,I010,excel writing,presentation sql,8.34,5000.0,OBC,M,1,0,0
S04476,I045,analysis communication sql,analysis communication excel,8.07,5000.0,OBC,M,0,1,1
S03806,I006,cloud networking pcb_design sql,analysis cad_modelling design manufacturing,6.61,5000.0,GEN,F,1,0,0
S01770,I039,frontend python sql,excel sql,6.73,5000.0,OBC,M,0,0,0
S01590,I006,analysis financial_modeling social_media,analysis cad_modelling design manufacturing,6.36,5000.0,OBC,F,0,0,0
S02806,I016,ml writing,manufacturing python,6.76,5000.0,GEN,F,1,0,0
S02386,I003,networking seo,ml networking python sql,7.42,5000.0,GEN,F,0,0,0
S03386,I056,cloud excel python surveying writing,ml networking python,6.37,5000.0,GEN,F,1,0,0
S02291,I067,analysis networking python,communication ml sql writing,5.46,5000.0,GEN,M,0,0,0
S00927,I053,java networking,backend cloud sql,7.3,5000.0,GEN,M,0,0,0
S04614,I044,autocad frontend networking presentation seo,financial_modeling presentation sql,6.63,5000.0,SC,M,1,1,0
S01980,I047,autocad excel frontend social_media,cad_modelling design manufacturing,7.42,5000.0,GEN,M,0,0,1
S01822,I017,analysis communication excel java sql,analysis presentation,8.91,5000.0,SC,F,1,0,0
S03258,I011,communication design financial_modeling frontend,analysis communication,5.38,5000.0,ST,F,0,0,0
S00499,I063,analysis design excel manufacturing ml,analysis ml presentation python,8.55,5000.0,OBC,M,1,1,0
S05969,I038,autocad cad_modelling design,analysis sql,5.91,5000.0,GEN,M,0,0,0
S02663,I063,design networking python,analysis ml presentation python,9.39,5000.0,GEN,M,0,1,0
S04954,I045,backend communication presentation python,analysis communication excel,6.9,5000.0,SC,F,1,1,0
S01295,I018,communication design presentation python,backend java python,7.68,5000.0,GEN,M,0,0,0
S04432,I042,autocad design ml sql,communication excel presentation,7.56,5000.0,OBC,M,0,0,0
S04691,I023,cloud ml social_media sql,frontend java ml sql,8.07,5000.0,GEN,M,0,1,0
S02852,I060,backend manufacturing networking pcb_design,analysis design pcb_design python,6.98,5000.0,SC,F,0,0,0
S04614,I017,autocad frontend networking presentation seo,analysis presentation,6.63,5000.0,SC,M,1,0,0
S03527,I028,analysis java networking sql,analysis cad_modelling design,9.64,5000.0,GEN,M,1,0,0
S05292,I029,cad_modelling communication ml,communication design,5.51,5000.0,SC,M,0,1,1
S01362,I006,backend excel financial_modeling pcb_design presentation,analysis cad_modelling design manufacturing,7.07,5000.0,OBC,F,1,0,0
S01683,I063,autocad java networking python,analysis ml presentation python,7.54,5000.0,GEN,F,0,0,0
S05134,I053,ml presentation,backend cloud sql,6.27,5000.0,GEN,M,0,0,0
S05922,I048,financial_modeling pcb_design,java ml,5.23,5000.0,GEN,M,1,1,0
S03563,I036,autocad communication java ml python,frontend python,5.76,5000.0,GEN,M,0,1,1
S04057,I033,analysis java ml,analysis design python,5.39,5000.0,OBC,M,1,0,0
S00178,I006,backend financial_modeling presentation sql,analysis cad_modelling design manufacturing,7.31,5000.0,GEN,F,0,1,0
S05449,I020,design writing,excel financial_modeling presentation,5.96,5000.0,OBC,M,1,0,0
S01408,I016,communication ml python social_media writing,manufacturing python,7.86,5000.0,SC,F,1,0,0
S00637,I056,communication python writing,ml networking python,7.73,5000.0,GEN,M,1,0,0
S02452,I039,cloud design excel surveying writing,excel sql,7.72,5000.0,OBC,O,0,0,0
S00267,I027,autocad java manufacturing,analysis autocad construction_management,6.47,5000.0,SC,M,1,1,0
S00284,I034,analysis presentation,design manufacturing python,6.04,5000.0,GEN,O,1,0,0
S01286,I016,cad_modelling presentation social_media,manufacturing python,5.93,5000.0,GEN,M,0,0,0
S01690,I047,analysis frontend ml sql,cad_modelling design manufacturing,7.6,5000.0,GEN,M,0,1,0
S02005,I051,communication frontend surveying,ml networking python,7.23,5000.0,SC,F,0,0,0
S03066,I056,autocad cloud design networking,ml networking python,6.91,5000.0,OBC,F,1,0,0
S02819,I067,construction_management manufacturing ml networking,communication ml sql writing,6.89,5000.0,GEN,M,0,0,0
S05065,I046,backend cloud python writing,backend cloud frontend,6.02,5000.0,GEN,F,0,0,0
S02766,I050,cloud ml social_media sql,frontend ml networking,6.99,5000.0,GEN,M,1,1,0
S05595,I053,frontend manufacturing ml surveying,backend cloud sql,6.89,5000.0,ST,M,0,0,0
S03317,I011,communication design excel writing,analysis communication,6.18,5000.0,ST,M,0,0,0
S04590,I041,financial_modeling pcb_design python writing,communication design excel seo,5.6,5000.0,GEN,F,0,0,0
S05111,I047,frontend python,cad_modelling design manufacturing,7.11,5000.0,GEN,F,1,1,0
S01579,I055,autocad cloud surveying,backend cloud ml python,7.6,5000.0,SC,F,1,0,0
S02018,I047,communication presentation sql,cad_modelling design manufacturing,5.78,5000.0,GEN,M,1,0,0
S03496,I051,analysis sql,ml networking python,6.64,5000.0,GEN,M,1,1,0
S00219,I048,communication excel presentation seo,java ml,7.02,5000.0,GEN,M,0,0,0
S04411,I046,cad_modelling communication frontend,backend cloud frontend,7.71,5000.0,OBC,M,1,0,0
S01035,I068,cloud communication seo writing,analysis communication,6.52,5000.0,GEN,F,1,0,0
S02214,I057,analysis autocad backend sql surveying,backend cloud ml sql,8.53,5000.0,OBC,F,0,1,0
S00472,I017,analysis communication presentation writing,analysis presentation,7.89,5000.0,OBC,F,1,1,0
S04903,I001,analysis presentation writing,autocad cad_modelling design manufacturing,7.95,5000.0,GEN,M,0,0,0
S05012,I026,backend cloud frontend java sql,design networking pcb_design,7.83,5000.0,OBC,F,1,0,0
S00463,I054,analysis pcb_design python,backend frontend networking sql,7.94,5000.0,SC,M,1,1,1
S04067,I026,ml pcb_design surveying writing,design networking pcb_design,5.95,5000.0,OBC,F,0,0,0
S03767,I016,analysis presentation social_media sql,manufacturing python,7.37,5000.0,GEN,M,1,0,0
S01312,I069,construction_management design presentation,analysis excel ml presentation,6.82,5000.0,GEN,M,0,1,1
S01494,I001,cad_modelling communication design,autocad cad_modelling design manufacturing,7.4,5000.0,GEN,F,0,0,0
S05251,I052,analysis communication design pcb_design,cloud frontend ml,8.09,5000.0,GEN,F,1,1,1
S03672,I029,construction_management design manufacturing surveying,communication design,7.49,5000.0,GEN,F,1,1,0
S00802,I034,analysis cloud design manufacturing,design manufacturing python,6.03,5000.0,OBC,M,0,0,0
S03657,I008,excel financial_modeling frontend pcb_design seo,design manufacturing networking python,7.69,5000.0,ST,F,1,1,0
S03946,I055,analysis construction_management design excel,backend cloud ml python,6.7,5000.0,OBC,M,0,0,0
S01050,I045,cad_modelling design pcb_design,analysis communication excel,7.11,5000.0,ST,F,0,0,0
S02246,I032,analysis cad_modelling communication manufacturing pcb_design,autocad construction_management design surveying,7.75,5000.0,OBC,M,0,0,0
S04168,I008,java manufacturing presentation python seo,design manufacturing networking python,6.97,5000.0,GEN,M,0,0,0
S03139,I039,communication design excel seo,excel sql,6.94,5000.0,GEN,M,0,1,0
S05745,I053,cloud design pcb_design presentation python,backend cloud sql,7.4,5000.0,GEN,M,1,1,0
S00987,I011,backend frontend manufacturing,analysis communication,7.37,5000.0,SC,M,1,0,0
S00217,I048,autocad design,java ml,7.22,5000.0,GEN,F,1,1,0
S05406,I032,analysis autocad manufacturing networking seo,autocad construction_management design surveying,6.62,5000.0,ST,F,1,0,0
S02201,I010,cad_modelling manufacturing presentation,presentation sql,7.59,5000.0,GEN,F,0,1,1
S00501,I029,communication excel pcb_design presentation python,communication design,6.39,5000.0,OBC,F,0,1,0
S00515,I003,cad_modelling communication excel seo social_media,ml networking python sql,7.59,5000.0,GEN,M,0,0,0
S02719,I046,cloud python sql,backend cloud frontend,7.63,5000.0,GEN,M,1,1,0
S02220,I068,analysis autocad,analysis communication,4.61,5000.0,OBC,M,1,1,0
S00823,I056,design frontend java sql,ml networking python,7.86,5000.0,GEN,M,0,0,0
S01948,I042,communication excel financial_modeling,communication excel presentation,5.83,5000.0,SC,F,1,0,0
S03618,I047,autocad backend communication excel financial_modeling,cad_modelling design manufacturing,6.9,5000.0,GEN,F,1,0,0
S05225,I053,networking pcb_design python,backend cloud sql,5.81,5000.0,GEN,F,0,1,0
S01040,I050,analysis communication financial_modeling ml writing,frontend ml networking,6.28,5000.0,GEN,M,0,1,0
S01076,I015,design financial_modeling manufacturing python writing,communication excel presentation,7.42,5000.0,OBC,F,1,1,1
S04467,I066,cad_modelling financial_modeling ml sql surveying,communication sql writing,7.97,5000.0,GEN,M,0,1,0
S05147,I006,excel financial_modeling presentation,analysis cad_modelling design manufacturing,4.92,5000.0,OBC,M,0,0,0
S04422,I016,analysis presentation,manufacturing python,7.52,5000.0,GEN,F,0,0,0
S00061,I041,backend design networking pcb_design social_media,communication design excel seo,5.58,5000.0,SC,M,1,0,0
S04036,I067,analysis cloud communication python social_media,communication ml sql writing,6.09,5000.0,OBC,M,1,1,0
S03132,I013,cloud python,analysis construction_management design surveying,8.67,5000.0,GEN,M,0,0,0
S01712,I028,cad_modelling frontend manufacturing networking pcb_design,analysis cad_modelling design,7.45,5000.0,OBC,M,1,0,0
S04825,I045,pcb_design presentation sql writing,analysis communication excel,6.05,5000.0,GEN,M,1,0,0
S02903,I032,analysis design excel presentation,autocad construction_management design surveying,7.48,5000.0,GEN,M,0,1,0
S00469,I054,autocad cloud construction_management social_media surveying,backend frontend networking sql,8.45,5000.0,GEN,F,1,1,0
S04448,I013,analysis communication,analysis construction_management design surveying,6.8,5000.0,GEN,M,0,0,0
S02253,I021,autocad surveying,autocad cad_modelling design manufacturing,7.02,5000.0,GEN,M,0,1,0
S05215,I036,analysis excel pcb_design presentation,frontend python,5.76,5000.0,GEN,M,0,0,0
S04320,I040,excel ml,design social_media writing,6.89,5000.0,GEN,F,0,0,0
S04436,I030,backend ml sql,cloud java python sql,6.42,5000.0,GEN,M,0,1,0
S05731,I018,autocad communication python seo writing,backend java python,9.26,5000.0,ST,F,0,1,0
S01106,I053,autocad cad_modelling communication frontend manufacturing,backend cloud sql,6.63,5000.0,GEN,M,1,0,0
S04161,I010,analysis backend ml sql,presentation sql,5.85,5000.0,OBC,F,0,1,0
S05395,I030,backend ml python,cloud java python sql,6.73,5000.0,OBC,F,1,0,0
S02500,I033,communication excel financial_modeling surveying,analysis design python,7.68,5000.0,OBC,M,0,0,0
S05224,I041,analysis java ml sql writing,communication design excel seo,8.09,5000.0,OBC,F,0,0,0
S00657,I048,analysis financial_modeling manufacturing presentation sql,java ml,8.61,5000.0,GEN,M,0,0,0
S04551,I043,excel sql writing,communication presentation seo writing,7.54,5000.0,SC,M,0,1,1
S02871,I037,autocad cad_modelling design frontend python,backend cloud networking python,7.96,5000.0,OBC,F,0,1,1
S01503,I062,design networking surveying writing,analysis communication excel,7.17,5000.0,ST,F,1,0,0
S05208,I044,communication ml presentation writing,financial_modeling presentation sql,6.15,5000.0,GEN,F,1,0,0
S02457,I057,construction_management design excel financial_modeling presentation,backend cloud ml sql,6.47,5000.0,GEN,F,0,0,0
S01546,I047,analysis excel presentation,cad_modelling design manufacturing,6.12,5000.0,OBC,M,0,0,0
S01477,I043,autocad networking pcb_design social_media,communication presentation seo writing,7.9,5000.0,ST,M,0,0,0
S01389,I005,cloud communication pcb_design presentation,analysis construction_management design,6.93,5000.0,OBC,M,0,0,0
S02241,I046,seo social_media,backend cloud frontend,7.24,5000.0,GEN,M,1,1,0
S01434,I055,analysis backend cad_modelling design frontend,backend cloud ml python,6.7,5000.0,GEN,M,1,0,0
S04961,I052,presentation python sql writing,cloud frontend ml,7.38,5000.0,GEN,O,1,0,0
S01395,I040,design manufacturing pcb_design presentation python,design social_media writing,7.48,5000.0,OBC,F,0,0,0
S01101,I033,backend presentation python,analysis design python,7.25,5000.0,GEN,M,0,0,1
S02808,I032,autocad cad_modelling java manufacturing,autocad construction_management design surveying,8.45,5000.0,GEN,F,0,0,0
S04758,I056,excel presentation sql,ml networking python,5.83,5000.0,GEN,M,1,0,0
S00547,I043,networking python,communication presentation seo writing,7.65,5000.0,GEN,M,0,0,0
S00323,I019,analysis networking pcb_design,analysis autocad construction_management surveying,7.37,5000.0,GEN,F,0,1,0
S00614,I053,manufacturing ml presentation seo,backend cloud sql,7.26,5000.0,OBC,M,1,1,0
S04710,I063,analysis design excel ml,analysis ml presentation python,7.57,5000.0,GEN,M,0,1,0
S01645,I015,communication excel social_media,communication excel presentation,7.69,5000.0,OBC,M,0,1,1
S01314,I002,cloud java python,analysis autocad,8.8,5000.0,GEN,F,0,0,0
S00712,I053,ml social_media sql,backend cloud sql,8.63,5000.0,GEN,M,1,0,0
S00048,I018,excel frontend seo,backend java python,6.7,5000.0,GEN,F,0,0,0
S00175,I036,design seo,frontend python,6.41,5000.0,GEN,M,1,0,0
S03981,I051,construction_management social_media surveying,ml networking python,8.95,5000.0,SC,F,0,0,0
S02302,I048,communication frontend ml presentation surveying,java ml,7.08,5000.0,GEN,F,0,1,0
S03425,I052,autocad design ml,cloud frontend ml,8.71,5000.0,GEN,M,1,0,0
S03572,I049,construction_management financial_modeling surveying,design presentation seo writing,7.11,5000.0,ST,M,0,0,0
S01790,I033,analysis autocad cad_modelling excel,analysis design python,6.25,5000.0,OBC,F,1,0,0
S02900,I020,analysis cloud design java,excel financial_modeling presentation,7.1,5000.0,GEN,M,0,1,0
S01870,I048,design surveying writing,java ml,6.02,5000.0,GEN,F,0,0,0
S03471,I045,analysis construction_management design networking writing,analysis communication excel,7.72,5000.0,GEN,F,1,1,0
S05399,I014,design excel sql,backend frontend python,8.26,5000.0,OBC,M,0,1,1
S00912,I056,analysis autocad surveying,ml networking python,4.08,5000.0,GEN,F,0,0,0
S01624,I027,cloud pcb_design python seo,analysis autocad construction_management,6.33,5000.0,GEN,M,0,0,0
S05267,I001,backend cloud ml,autocad cad_modelling design manufacturing,5.81,5000.0,GEN,F,0,0,0
S02320,I056,analysis backend financial_modeling frontend sql,ml networking python,5.11,5000.0,GEN,M,1,0,0
S02455,I030,analysis excel pcb_design presentation,cloud java python sql,7.28,5000.0,OBC,M,0,1,1
S00813,I018,analysis autocad presentation,backend java python,6.36,5000.0,SC,F,0,0,0
S02357,I052,ml presentation,cloud frontend ml,6.58,5000.0,GEN,M,0,1,0
S03767,I041,analysis presentation social_media sql,communication design excel seo,7.37,5000.0,GEN,M,1,1,0
S03182,I029,construction_management design python,communication design,7.86,5000.0,GEN,F,0,0,0
S03443,I039,python sql,excel sql,6.1,5000.0,GEN,M,0,0,0
S03457,I055,financial_modeling java,backend cloud ml python,8.87,5000.0,OBC,F,1,0,0
S02057,I060,excel frontend social_media writing,analysis design pcb_design python,7.44,5000.0,GEN,F,0,0,0
S00369,I061,analysis networking,communication ml writing,6.84,5000.0,GEN,M,0,0,0
S00570,I068,cad_modelling pcb_design presentation python,analysis communication,7.43,5000.0,SC,M,1,0,0
S00820,I030,analysis design manufacturing,cloud java python sql,5.03,5000.0,SC,F,0,0,0
S00709,I068,design excel python,analysis communication,6.2,5000.0,OBC,F,0,0,0
S05043,I051,backend design financial_modeling java social_media,ml networking python,8.63,5000.0,ST,M,0,0,0
S05713,I050,cloud excel frontend java presentation,frontend ml networking,5.2,5000.0,ST,F,1,1,0
S02352,I021,cloud networking,autocad cad_modelling design manufacturing,6.66,5000.0,GEN,F,1,0,0
S02185,I039,design manufacturing python,excel sql,5.47,5000.0,GEN,M,0,0,0
S04065,I018,communication design frontend,backend java python,8.52,5000.0,OBC,M,1,1,0
S03510,I017,backend design seo,analysis presentation,6.97,5000.0,GEN,F,0,0,0
S04105,I006,analysis financial_modeling python seo,analysis cad_modelling design manufacturing,6.04,5000.0,SC,M,0,0,0
S03676,I033,analysis design networking,analysis design python,6.69,5000.0,GEN,F,0,0,0
S01356,I043,cloud excel java manufacturing sql,communication presentation seo writing,6.08,5000.0,OBC,M,0,0,0
S04392,I013,frontend manufacturing writing,analysis construction_management design surveying,7.14,5000.0,SC,F,1,0,0
S01121,I023,backend presentation python social_media sql,frontend java ml sql,6.98,5000.0,GEN,F,0,0,0
S02301,I003,communication excel seo sql writing,ml networking python sql,7.86,5000.0,GEN,M,1,0,0
S04225,I011,analysis autocad communication ml social_media,analysis communication,5.86,5000.0,GEN,M,1,1,0
S00518,I069,java ml,analysis excel ml presentation,7.51,5000.0,GEN,M,0,0,0
S00027,I047,analysis cad_modelling cloud financial_modeling sql,cad_modelling design manufacturing,6.88,5000.0,GEN,M,1,0,0
S02763,I047,excel financial_modeling ml social_media sql,cad_modelling design manufacturing,6.18,5000.0,GEN,M,0,0,0
S02195,I036,cloud frontend,frontend python,8.39,5000.0,SC,F,0,1,1
S02282,I051,frontend ml sql,ml networking python,7.19,5000.0,SC,M,1,1,0
S04944,I062,communication writing,analysis communication excel,5.85,5000.0,GEN,M,0,1,0
S04765,I008,presentation writing,design manufacturing networking python,6.74,5000.0,OBC,F,0,0,0
S00637,I010,communication python writing,presentation sql,7.73,5000.0,GEN,M,1,1,0
S02497,I035,cad_modelling design seo sql,financial_modeling presentation,6.66,5000.0,GEN,M,0,0,0
S03364,I068,analysis design,analysis communication,9.11,5000.0,OBC,M,0,0,0
S03733,I008,analysis communication pcb_design presentation writing,design manufacturing networking python,5.56,5000.0,GEN,M,1,0,0
S02146,I027,analysis autocad backend sql writing,analysis autocad construction_management,7.51,5000.0,OBC,M,0,1,0
S03246,I032,seo sql surveying,autocad construction_management design surveying,7.2,5000.0,SC,M,0,0,0
S03698,I005,autocad backend communication writing,analysis construction_management design,5.6,5000.0,GEN,M,0,0,0
S02879,I017,design writing,analysis presentation,7.89,5000.0,OBC,M,0,0,0
S03393,I047,communication financial_modeling java,cad_modelling design manufacturing,9.18,5000.0,GEN,M,0,0,0
S03177,I047,autocad sql,cad_modelling design manufacturing,8.72,5000.0,GEN,M,0,0,0
S00551,I035,frontend networking presentation seo social_media,financial_modeling presentation,6.76,5000.0,GEN,O,1,1,1
S05686,I027,analysis backend networking presentation sql,analysis autocad construction_management,7.83,5000.0,SC,M,1,1,0
S04240,I039,cad_modelling excel ml presentation sql,excel sql,6.88,5000.0,GEN,M,1,0,0
S00490,I003,cloud pcb_design python sql,ml networking python sql,7.49,5000.0,ST,M,0,1,0
S05700,I030,frontend java networking python seo,cloud java python sql,6.38,5000.0,GEN,M,1,1,0
S00091,I011,autocad frontend python,analysis communication,7.52,5000.0,GEN,M,0,0,0
S00336,I046,analysis manufacturing,backend cloud frontend,8.68,5000.0,GEN,M,0,0,0
S04605,I011,ml sql writing,analysis communication,6.09,5000.0,GEN,F,0,0,0
S01935,I060,backend cloud communication social_media sql,analysis design pcb_design python,9.27,5000.0,OBC,F,1,0,0
S03510,I042,backend design seo,communication excel presentation,6.97,5000.0,GEN,F,0,1,0
S01867,I058,analysis networking,cloud sql,9.09,5000.0,GEN,M,0,0,0
S03481,I047,backend networking sql surveying,cad_modelling design manufacturing,6.62,5000.0,OBC,F,1,0,0
S00222,I039,cad_modelling excel,excel sql,6.23,5000.0,OBC,M,0,1,0
S05455,I006,analysis communication financial_modeling manufacturing,analysis cad_modelling design manufacturing,6.17,5000.0,GEN,M,0,1,0
S03859,I047,backend financial_modeling frontend,cad_modelling design manufacturing,8.87,5000.0,GEN,F,1,0,0
S00986,I051,cad_modelling communication design manufacturing,ml networking python,8.09,5000.0,GEN,M,1,0,0
S01503,I012,design networking surveying writing,excel seo writing,7.17,5000.0,ST,F,1,0,0
S03895,I043,financial_modeling networking presentation,communication presentation seo writing,6.14,5000.0,GEN,F,0,0,0
S00666,I050,excel financial_modeling java sql surveying,frontend ml networking,6.15,5000.0,OBC,M,0,0,0
S03704,I039,autocad construction_management surveying,excel sql,7.71,5000.0,GEN,M,0,0,0
S02696,I044,autocad design pcb_design seo social_media,financial_modeling presentation sql,7.02,5000.0,OBC,F,1,0,0
S05540,I058,excel ml sql,cloud sql,7.88,5000.0,GEN,M,1,0,0
S03173,I014,design networking,backend frontend python,6.83,5000.0,SC,F,1,0,0
S03398,I063,analysis construction_management design manufacturing seo,analysis ml presentation python,7.12,5000.0,SC,M,0,1,0
S01386,I062,manufacturing presentation seo writing,analysis communication excel,7.26,5000.0,OBC,M,0,0,0
S04127,I033,backend communication presentation writing,analysis design python,5.16,5000.0,GEN,F,0,0,0
S00198,I039,backend cad_modelling construction_management design surveying,excel sql,6.85,5000.0,GEN,F,1,0,0
S05224,I055,analysis java ml sql writing,backend cloud ml python,8.09,5000.0,OBC,F,0,1,1
S05495,I044,cad_modelling excel financial_modeling frontend presentation,financial_modeling presentation sql,7.33,5000.0,OBC,F,0,0,0
S01139,I052,design ml surveying,cloud frontend ml,5.11,5000.0,OBC,M,1,0,0
S00481,I055,analysis python,backend cloud ml python,6.0,5000.0,GEN,F,1,1,0
S03462,I043,financial_modeling frontend pcb_design,communication presentation seo writing,6.95,5000.0,GEN,F,1,0,0
S04466,I034,analysis autocad frontend presentation writing,design manufacturing python,8.78,5000.0,GEN,F,0,0,0
S03628,I053,analysis cad_modelling ml,backend cloud sql,6.53,5000.0,GEN,M,1,1,0
S01531,I063,analysis autocad cad_modelling networking,analysis ml presentation python,6.65,5000.0,GEN,F,0,0,0
S03295,I011,excel python sql,analysis communication,5.1,5000.0,OBC,M,1,0,0
S05540,I051,excel ml sql,ml networking python,7.88,5000.0,GEN,M,1,0,0
S01571,I047,construction_management networking,cad_modelling design manufacturing,6.74,5000.0,GEN,F,0,0,0
S01453,I043,communication excel,communication presentation seo writing,7.86,5000.0,ST,M,1,0,0
S05044,I047,autocad financial_modeling java presentation seo,cad_modelling design manufacturing,6.4,5000.0,GEN,F,1,1,0
S04396,I049,analysis excel social_media,design presentation seo writing,7.15,5000.0,GEN,M,1,0,0
S04603,I055,ml seo sql,backend cloud ml python,6.06,5000.0,OBC,M,0,1,0
S01672,I064,frontend java,analysis ml python sql,8.75,5000.0,SC,F,0,0,0
S00741,I009,cloud construction_management design ml python,autocad design,7.39,5000.0,ST,F,0,0,0
S00050,I038,analysis construction_management design,analysis sql,7.36,5000.0,OBC,M,0,0,0
S02523,I030,cloud design financial_modeling seo,cloud java python sql,5.81,5000.0,GEN,M,0,0,0
S04812,I008,cloud presentation writing,design manufacturing networking python,7.04,5000.0,GEN,M,1,0,0
S05882,I019,ml sql,analysis autocad construction_management surveying,7.12,5000.0,GEN,M,0,0,0
S05447,I049,cad_modelling cloud communication seo,design presentation seo writing,6.64,5000.0,GEN,M,0,1,0
S05527,I049,financial_modeling sql,design presentation seo writing,9.22,5000.0,GEN,M,0,0,0
S02478,I019,python seo,analysis autocad construction_management surveying,8.07,5000.0,GEN,M,1,0,0
S05672,I011,autocad design java ml presentation,analysis communication,7.2,5000.0,GEN,M,0,1,1
S04634,I055,excel financial_modeling java pcb_design sql,backend cloud ml python,5.82,5000.0,OBC,F,0,0,0
S00220,I009,financial_modeling ml,autocad design,7.5,5000.0,OBC,F,0,0,0
S00521,I058,ml writing,cloud sql,6.83,5000.0,GEN,F,1,0,0
S03598,I049,cloud communication presentation sql,design presentation seo writing,7.07,5000.0,SC,M,1,1,1
S04975,I010,communication ml presentation,presentation sql,7.02,5000.0,SC,M,1,0,0
S02225,I033,analysis python,analysis design python,6.42,5000.0,GEN,M,1,1,0
S02277,I006,autocad construction_management design excel frontend,analysis cad_modelling design manufacturing,7.93,5000.0,GEN,M,0,0,0
S00445,I036,analysis autocad,frontend python,6.97,5000.0,GEN,M,0,0,0
S05684,I004,design ml networking python surveying,autocad construction_management design surveying,6.99,5000.0,GEN,M,0,0,0
S03817,I030,communication sql,cloud java python sql,7.82,5000.0,GEN,M,0,0,0
S03863,I052,analysis financial_modeling sql,cloud frontend ml,9.53,5000.0,GEN,M,0,0,0
S03166,I044,analysis autocad design python seo,financial_modeling presentation sql,7.97,5000.0,GEN,F,0,0,0
S02221,I066,analysis autocad construction_management social_media sql,communication sql writing,7.54,5000.0,OBC,M,1,0,0
S02816,I069,analysis autocad cad_modelling manufacturing,analysis excel ml presentation,8.64,5000.0,OBC,M,1,0,0
S00425,I039,analysis backend excel ml sql,excel sql,7.2,5000.0,GEN,F,1,1,0
S02070,I044,excel financial_modeling sql,financial_modeling presentation sql,7.07,5000.0,SC,M,0,0,0
S05921,I048,backend cloud python social_media,java ml,8.17,5000.0,GEN,F,1,0,0
S05358,I040,cloud frontend ml pcb_design,design social_media writing,6.24,5000.0,GEN,F,0,0,0
S01637,I038,java pcb_design seo social_media sql,analysis sql,6.95,5000.0,ST,M,1,0,0
S00938,I038,communication presentation,analysis sql,6.6,5000.0,GEN,F,0,0,0
S01279,I002,communication sql,analysis autocad,5.55,5000.0,GEN,M,0,0,0
S03656,I057,frontend networking,backend cloud ml sql,7.29,5000.0,ST,M,0,0,0
