student_id,gpa,skills,reservation,rural,gender,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6
S05270,8.57,analysis;design,GEN,0,M,I033,I018,I056,I050,I053,I024
S05271,6.25,ml;communication;networking;writing;excel,OBC,0,M,I014,I015,I024,I008,I036,I069
S05272,7.91,cloud;java,OBC,0,F,I050,I051,I042,I054,I058,I011
S05273,7.29,java;backend;networking,GEN,0,F,I018,I023,I037,I040,I055,I054
S05274,7.54,java;python;ml,OBC,1,F,I056,I030,I048,I064,I022,I063
S05275,6.28,cloud;networking;cad_modelling,OBC,0,M,I037,I065,I056,I063,I036,I048
S05276,8.32,backend;frontend;presentation,GEN,0,F,I014,I050,I038,I049,I048,I045
S05277,7.14,design;financial_modeling;excel;pcb_design,OBC,1,M,I043,I054,I014,I018,I050,I023
S05278,7.17,sql;ml;frontend,OBC,1,M,I057,I054,I031,I050,I048,I061
S05279,7.56,analysis;excel;communication;surveying,SC,1,M,I020,I043,I014,I053,I068,I018
S05280,6.29,ml;communication;presentation;design,OBC,1,F,I062,I009,I015,I051,I066,I067
S05281,6.09,sql;cad_modelling;networking,GEN,1,F,I064,I067,I028,I054,I036,I066
S05282,6.76,presentation;social_media;pcb_design;manufacturing;python,GEN,1,M,I040,I022,I037,I015,I028,I001
S05283,7.66,analysis;writing,ST,0,M,I045,I008,I018,I061,I053,I014
S05284,7.34,backend;sql;ml,SC,1,F,I056,I018,I011,I053,I024,I051
S05285,7.56,cloud;backend;frontend;presentation,ST,1,M,I051,I036,I023,I064,I015,I048
S05286,9.11,networking;cloud;frontend,OBC,1,F,I054,I003,I040,I052,I038,I012
S05287,5.51,networking;sql;python;presentation;communication,GEN,0,M,I037,I024,I031,I035,I044,I058
S05288,6.6,java;design;presentation;autocad;seo,ST,0,F,I014,I012,I055,I053,I018,I017
S05289,5.97,ml;sql,OBC,1,M,I068,I056,I006,I055,I022,I050
S05290,8.08,ml;manufacturing,GEN,0,M,I052,I003,I036,I013,I046,I066
S05291,6.3,ml;pcb_design;social_media,GEN,1,M,I055,I062,I047,I022,I049,I052
S05292,5.51,ml;communication;cad_modelling,SC,0,M,I057,I017,I052,I020,I044,I054
S05293,7.52,ml;backend;cad_modelling;networking,GEN,0,M,I048,I020,I056,I045,I049,I025
S05294,7.8,ml;java;networking;communication;pcb_design,OBC,0,F,I056,I036,I067,I054,I058,I055
S05295,7.12,frontend;java;communication;presentation;surveying,GEN,0,F,I003,I064,I053,I045,I051,I023
S05296,7.53,communication;pcb_design;excel;design;networking,GEN,0,F,I068,I006,I043,I056,I030,I027
S05297,5.93,java;ml;networking;cloud;cad_modelling,OBC,0,M,I054,I055,I068,I029,I013,I050
S05298,5.27,analysis;excel;frontend;presentation;python,GEN,0,M,I015,I058,I031,I066,I023,I062
S05299,6.58,ml;sql;frontend;python;excel,GEN,0,O,I056,I041,I053,I014,I023,I015
S05300,5.9,analysis;cloud;python,OBC,0,F,I017,I044,I033,I023,I027,I035
S05301,7.66,analysis;design;manufacturing;networking,GEN,0,F,I009,I050,I056,I065,I035,I057
S05302,7.66,communication;presentation;manufacturing;networking,ST,0,M,I067,I048,I021,I034,I033,I056
S05303,4.84,frontend;autocad,OBC,0,F,I014,I003,I034,I064,I040,I069
S05304,6.88,manufacturing;analysis;python,OBC,0,F,I016,I050,I003,I001,I056,I027
S05305,5.89,backend;java;python;presentation,GEN,0,M,I050,I030,I045,I013,I055,I062
S05306,6.15,sql;ml,GEN,0,F,I051,I025,I018,I043,I036,I050
S05307,7.09,sql;pcb_design;seo,ST,1,M,I051,I056,I028,I031,I043,I036
S05308,8.81,sql;pcb_design;presentation;surveying;ml,GEN,0,M,I050,I069,I038,I020,I054,I029
S05309,7.77,frontend;sql;java;design;backend,ST,1,M,I003,I036,I023,I059,I034,I064
S05310,7.64,ml;networking;seo;manufacturing;autocad,GEN,0,F,I056,I052,I051,I054,I043,I012
S05311,6.26,ml;surveying;communication;design;autocad,GEN,0,F,I055,I012,I057,I053,I046,I009
S05312,6.39,ml;surveying;python;seo;manufacturing,GEN,0,M,I014,I052,I020,I006,I053,I067
S05313,5.83,python;ml;cloud;social_media,OBC,0,F,I057,I051,I055,I046,I052,I036
S05314,6.11,ml;cloud;sql;surveying;excel,GEN,0,M,I054,I037,I036,I053,I057,I049
S05315,7.88,cloud;financial_modeling;seo,OBC,0,M,I056,I035,I064,I006,I036,I069
S05316,6.57,financial_modeling;communication;analysis,GEN,1,M,I039,I054,I048,I069,I055,I024
S05317,9.19,excel;seo;pcb_design;networking,GEN,1,M,I017,I049,I009,I010,I051,I065
S05318,6.41,sql;communication;writing;seo;cloud,OBC,1,F,I067,I055,I050,I068,I057,I062
S05319,5.12,java;ml;financial_modeling,GEN,0,M,I018,I045,I031,I065,I048,I060
S05320,4.56,analysis;seo;social_media;excel,GEN,0,F,I045,I026,I066,I051,I055,I007
S05321,7.39,networking;seo;cad_modelling,OBC,1,F,I052,I056,I023,I001,I053,I057
S05322,6.37,sql;excel;analysis;networking;presentation,GEN,0,M,I011,I018,I016,I007,I056,I039
S05323,6.36,financial_modeling;cloud;writing,GEN,1,F,I039,I013,I036,I045,I035,I049
S05324,5.66,java;python;cloud;pcb_design,OBC,0,M,I036,I055,I018,I058,I049,I057
S05325,6.49,frontend;backend;autocad;manufacturing,GEN,0,M,I051,I056,I018,I057,I058,I031
S05326,7.45,excel;java;analysis,SC,1,M,I010,I031,I004,I012,I015,I034
S05327,7.48,python;java;backend;ml,GEN,1,F,I054,I013,I066,I003,I053,I022
S05328,7.93,excel;cad_modelling;frontend;cloud,OBC,1,F,I038,I001,I051,I045,I017,I040
S05329,7.48,frontend;writing;networking;seo,OBC,1,F,I014,I020,I036,I003,I055,I041
S05330,5.3,frontend;cloud;python;analysis,GEN,0,M,I056,I053,I010,I057,I067,I018
S05331,5.61,writing;java;seo;design,ST,1,M,I012,I058,I056,I013,I045,I015
S05332,5.83,backend;java;networking,ST,1,F,I018,I003,I053,I054,I068,I014
S05333,7.34,financial_modeling;pcb_design,OBC,1,F,I015,I010,I057,I012,I036,I050
S05334,5.19,financial_modeling;networking;autocad;cad_modelling,GEN,0,F,I020,I046,I003,I051,I056,I040
S05335,9.19,presentation;excel;writing;java,OBC,0,M,I043,I035,I011,I046,I003,I023
S05336,8.59,networking;surveying,GEN,1,F,I052,I037,I045,I010,I048,I009
S05337,8.44,frontend;ml;autocad,OBC,0,M,I050,I062,I018,I023,I016,I006
S05338,5.25,cloud;frontend;backend,SC,1,F,I036,I004,I040,I037,I052,I038
S05339,6.98,sql;autocad;cad_modelling;java;social_media,GEN,1,M,I051,I015,I028,I025,I052,I057
S05340,7.36,sql;python;financial_modeling,OBC,1,F,I015,I050,I009,I058,I020,I038
S05341,5.14,networking;frontend,GEN,0,M,I046,I037,I020,I057,I014,I049
S05342,6.61,cloud;seo,GEN,0,M,I054,I069,I037,I036,I041,I052
S05343,6.03,ml;cloud;python,OBC,0,M,I056,I023,I042,I049,I013,I048
S05344,7.69,social_media;excel;surveying,GEN,0,M,I022,I055,I038,I048,I052,I015
S05345,8.55,communication;writing;backend;cloud;java,GEN,1,F,I012,I029,I069,I045,I043,I056
S05346,5.95,design;manufacturing;writing;pcb_design;excel,OBC,1,F,I002,I055,I015,I050,I054,I068
S05347,4.7,sql;autocad;pcb_design;backend,GEN,0,M,I030,I051,I043,I055,I022,I035
S05348,8.13,java;python,SC,0,F,I051,I018,I011,I036,I037,I053
S05349,7.32,communication;presentation;cad_modelling;python;analysis,OBC,0,M,I011,I045,I012,I022,I036,I015
S05350,6.84,analysis;cad_modelling;manufacturing,ST,1,M,I028,I010,I058,I021,I063,I035
S05351,5.77,java;frontend;python,GEN,1,M,I048,I045,I060,I015,I003,I039
S05352,6.03,cloud;surveying;ml,GEN,0,M,I057,I032,I037,I058,I015,I020
S05353,5.92,communication;presentation;analysis,GEN,0,M,I039,I041,I057,I052,I053,I054
S05354,7.16,ml;frontend;sql;java,GEN,0,M,I050,I018,I035,I036,I047,I058
S05355,6.54,sql;writing,GEN,1,M,I056,I069,I021,I061,I005,I023
S05356,7.43,sql;writing,SC,1,M,I068,I036,I004,I054,I011,I035
S05357,7.02,java;financial_modeling;autocad;communication,GEN,1,F,I018,I061,I026,I044,I030,I043
S05358,6.24,ml;cloud;pcb_design;frontend,GEN,0,F,I054,I051,I055,I056,I050,I052
S05359,6.55,excel;sql,GEN,1,F,I044,I068,I011,I018,I003,I050
S05360,7.3,java;sql;cloud;networking,GEN,0,F,I051,I052,I028,I046,I065,I017
S05361,7.2,social_media;writing;presentation,OBC,0,F,I022,I050,I010,I039,I049,I043
S05362,6.32,financial_modeling;networking;sql;writing,GEN,0,M,I010,I015,I063,I067,I053,I050
S05363,6.03,presentation;cloud,GEN,1,F,I017,I051,I010,I069,I022,I023
S05364,6.13,presentation;seo;backend;python,OBC,1,F,I015,I061,I051,I006,I030,I064
S05365,8.9,analysis;frontend;ml,GEN,1,M,I067,I003,I041,I014,I061,I056
S05366,8.58,financial_modeling;presentation;communication,GEN,1,M,I020,I009,I017,I023,I060,I029
S05367,6.07,sql;financial_modeling,GEN,0,M,I020,I066,I018,I050,I042,I064
S05368,5.87,networking;sql;python;excel;pcb_design,OBC,1,M,I054,I067,I036,I056,I022,I018
S05369,7.7,manufacturing;design;cad_modelling;presentation;backend,OBC,1,M,I006,I003,I018,I046,I015,I016
S05370,7.41,sql;social_media;design;manufacturing;backend,ST,0,M,I038,I040,I018,I006,I048,I028
S05371,7.39,networking;sql;presentation;financial_modeling,OBC,0,F,I048,I053,I039,I064,I030,I011
S05372,4.71,writing;seo;design;surveying;java,OBC,1,F,I049,I008,I003,I055,I050,I024
S05373,6.9,sql;excel;social_media;autocad;communication,GEN,0,M,I038,I018,I012,I063,I051,I045
S05374,7.92,frontend;pcb_design;communication;cloud,GEN,1,F,I050,I044,I029,I056,I046,I040
S05375,6.23,cloud;java;networking;autocad,OBC,1,M,I037,I068,I055,I063,I056,I044
S05376,7.89,sql;surveying;frontend;manufacturing,GEN,0,F,I036,I023,I018,I041,I066,I042
S05377,7.63,analysis;manufacturing,OBC,1,M,I042,I011,I045,I012,I041,I058
S05378,8.72,sql;networking;java;design;seo,GEN,0,M,I054,I055,I016,I051,I027,I035
S05379,7.56,backend;ml;python;seo;cad_modelling,SC,1,F,I054,I022,I048,I056,I067,I003
S05380,6.14,presentation;excel;analysis,GEN,0,F,I044,I064,I030,I023,I009,I050
S05381,6.5,networking;java,OBC,1,F,I037,I010,I055,I027,I048,I029
S05382,8.12,python;social_media;autocad;surveying,GEN,1,M,I048,I009,I010,I052,I054,I038
S05383,5.83,sql;ml;autocad;backend;design,OBC,1,F,I054,I046,I009,I020,I049,I034
S05384,5.93,design;manufacturing,OBC,1,M,I013,I056,I012,I020,I040,I042
S05385,7.8,java;networking;cloud,SC,0,M,I036,I018,I006,I043,I003,I012
S05386,8.5,networking;python;cloud,OBC,0,F,I014,I064,I051,I041,I004,I036
S05387,7.46,cloud;ml;python;backend;java,OBC,1,F,I053,I041,I036,I039,I002,I001
S05388,7.12,frontend;backend;cloud,GEN,0,M,I053,I048,I017,I018,I054,I056
S05389,7.6,communication;excel;networking,GEN,1,M,I022,I004,I054,I015,I026,I048
S05390,7.11,presentation;surveying;networking;social_media;cloud,GEN,1,M,I038,I056,I015,I053,I069,I012
S05391,6.33,presentation;communication;excel;surveying,GEN,0,F,I068,I047,I065,I054,I041,I056
S05392,5.34,manufacturing;pcb_design;financial_modeling;seo;presentation,OBC,0,F,I008,I053,I023,I014,I055,I057
S05393,6.84,sql;surveying;analysis,OBC,1,F,I056,I067,I055,I047,I048,I068
S05394,7.68,sql;financial_modeling;pcb_design;surveying,SC,0,F,I011,I010,I044,I018,I055,I050
S05395,6.73,ml;backend;python,OBC,1,F,I058,I048,I050,I064,I042,I066
S05396,6.98,ml;sql;java;social_media;analysis,SC,0,F,I061,I062,I035,I017,I068,I042
S05397,7.83,analysis;java,GEN,1,F,I059,I060,I051,I040,I057,I036
S05398,5.35,cad_modelling;manufacturing;design;python,OBC,1,F,I002,I054,I011,I048,I018,I068
S05399,8.26,sql;excel;design,OBC,0,M,I064,I001,I008,I068,I042,I051
S05400,5.54,design;pcb_design;cloud,OBC,0,M,I026,I069,I011,I063,I061,I021
S05401,5.84,analysis;manufacturing;design,SC,1,M,I013,I022,I048,I043,I054,I058
S05402,6.99,sql;writing;ml,GEN,0,F,I064,I002,I039,I067,I036,I066
S05403,7.79,frontend;backend;surveying,GEN,0,F,I023,I063,I057,I046,I040,I020
S05404,8.92,analysis;java;excel,GEN,0,F,I004,I062,I023,I034,I057,I066
S05405,8.62,writing;design;social_media,GEN,0,F,I040,I008,I063,I052,I031,I036
S05406,6.62,analysis;manufacturing;autocad;seo;networking,ST,1,F,I013,I050,I039,I012,I055,I052
S05407,7.6,excel;sql;financial_modeling,GEN,0,M,I011,I055,I064,I022,I045,I061
S05408,7.92,frontend;sql;cloud;communication;java,ST,1,M,I030,I043,I040,I012,I046,I010
S05409,7.06,python;ml;sql,GEN,0,M,I057,I014,I052,I068,I056,I053
S05410,8.21,frontend;ml,GEN,0,M,I014,I052,I032,I036,I045,I058
S05411,8.09,frontend;design;cad_modelling;seo;manufacturing,OBC,0,M,I053,I023,I065,I051,I055,I011
S05412,7.28,presentation;excel;social_media;communication;financial_modeling,GEN,0,O,I035,I016,I026,I031,I021,I064
S05413,7.73,frontend;sql;python;excel;pcb_design,GEN,0,M,I058,I056,I042,I043,I037,I054
S05414,6.47,sql;ml;excel;writing;surveying,OBC,1,M,I036,I010,I018,I037,I063,I021
S05415,5.6,communication;networking;manufacturing,OBC,1,F,I041,I020,I039,I051,I055,I043
S05416,7.86,ml;presentation;communication;financial_modeling;pcb_design,SC,0,M,I068,I043,I064,I018,I063,I054
S05417,6.5,writing;analysis;excel,OBC,1,F,I066,I012,I029,I036,I017,I006
S05418,5.2,design;excel,GEN,0,F,I022,I053,I035,I063,I056,I043
S05419,6.58,manufacturing;analysis;design;java,OBC,1,M,I013,I053,I003,I010,I027,I040
S05420,8.3,java;cad_modelling;surveying,OBC,0,F,I052,I024,I041,I055,I051,I053
S05421,9.15,networking;frontend;backend,GEN,0,M,I050,I028,I046,I063,I002,I062
S05422,7.25,financial_modeling;excel;sql,SC,0,M,I045,I011,I020,I049,I015,I042
S05423,8.27,cad_modelling;networking;ml;financial_modeling,GEN,0,F,I002,I029,I030,I028,I064,I050
S05424,6.28,analysis;excel;surveying;writing;cloud,OBC,0,M,I061,I052,I015,I049,I051,I027
S05425,6.0,networking;cloud;excel;ml;design,OBC,0,M,I018,I015,I023,I028,I058,I031
S05426,6.25,writing;sql;analysis;cloud,GEN,0,F,I062,I015,I059,I055,I017,I037
S05427,6.96,frontend;networking;excel;seo;cloud,GEN,0,O,I048,I051,I030,I007,I066,I039
S05428,7.81,networking;java;python;presentation;social_media,OBC,1,M,I058,I050,I022,I042,I051,I056
S05429,7.46,ml;python;surveying;excel;analysis,GEN,0,M,I056,I003,I015,I055,I026,I068
S05430,7.59,analysis;pcb_design;manufacturing,GEN,0,F,I060,I053,I001,I037,I065,I042
S05431,6.73,sql;analysis;frontend;cloud;pcb_design,GEN,0,M,I020,I054,I018,I059,I014,I036
S05432,6.08,autocad;java,GEN,0,M,I002,I047,I023,I068,I055,I048
S05433,5.99,cloud;analysis;presentation;networking;pcb_design,OBC,0,M,I055,I017,I012,I050,I049,I020
S05434,7.24,design;pcb_design;manufacturing;social_media;backend,GEN,0,M,I034,I035,I023,I011,I036,I044
S05435,7.48,java;ml;networking;communication,SC,1,M,I056,I049,I058,I034,I043,I021
S05436,8.73,excel;analysis;writing,SC,0,F,I011,I003,I057,I044,I018,I069
S05437,7.07,excel;presentation;analysis,GEN,0,M,I011,I069,I041,I017,I053,I057
S05438,7.37,networking;backend,SC,1,F,I014,I024,I056,I054,I015,I016
S05439,6.61,communication;analysis;seo;social_media;python,OBC,1,F,I042,I006,I062,I036,I037,I002
S05440,6.97,ml;design;writing;pcb_design;networking,GEN,0,M,I065,I024,I030,I054,I067,I064
S05441,5.98,surveying;analysis;design;networking,OBC,1,M,I027,I028,I045,I037,I018,I036
S05442,7.51,networking;cloud;excel,GEN,0,F,I051,I038,I058,I065,I066,I039
S05443,7.15,frontend;seo;networking;design,OBC,0,M,I055,I057,I054,I043,I037,I064
S05444,6.32,analysis;presentation;excel,SC,1,F,I015,I018,I011,I068,I048,I056
S05445,7.29,analysis;design;manufacturing,GEN,1,M,I032,I051,I043,I022,I056,I044
S05446,6.75,analysis;communication,GEN,0,O,I061,I007,I057,I069,I046,I036
S05447,6.64,seo;cad_modelling;cloud;communication,GEN,0,M,I029,I042,I046,I037,I052,I035
S05448,6.14,design;cad_modelling;social_media;python;seo,GEN,1,M,I006,I057,I023,I013,I030,I041
S05449,5.96,design;writing,OBC,1,M,I040,I062,I049,I056,I054,I046
S05450,5.92,sql;excel;financial_modeling;communication;pcb_design,GEN,0,F,I045,I032,I054,I003,I036,I028
S05451,7.5,cad_modelling;autocad,OBC,0,F,I047,I048,I049,I062,I040,I052
S05452,6.95,analysis;sql;networking,GEN,1,F,I044,I068,I036,I035,I043,I011
S05453,7.56,writing;ml;presentation,OBC,1,F,I064,I049,I053,I027,I028,I018
S05454,8.01,sql;python;analysis,OBC,1,F,I017,I056,I036,I054,I055,I001
S05455,6.17,financial_modeling;analysis;communication;manufacturing,GEN,0,M,I039,I062,I052,I048,I055,I058
S05456,8.02,excel;design,GEN,1,F,I064,I029,I058,I039,I030,I017
S05457,7.06,networking;sql;ml;manufacturing,OBC,0,M,I054,I066,I023,I029,I049,I050
S05458,7.21,networking;backend;writing;cad_modelling;frontend,ST,1,M,I037,I001,I018,I030,I058,I051
S05459,7.26,presentation;analysis;manufacturing;financial_modeling;cad_modelling,GEN,0,F,I038,I055,I054,I029,I011,I035
S05460,8.82,analysis;communication;networking,SC,1,F,I039,I050,I011,I052,I008,I053
S05461,5.47,communication;writing;seo;java;pcb_design,GEN,0,M,I022,I058,I036,I050,I052,I055
S05462,7.73,presentation;surveying;java;financial_modeling;analysis,OBC,1,F,I011,I051,I014,I027,I035,I058
S05463,7.45,autocad;cad_modelling;frontend;design;python,GEN,1,F,I002,I018,I009,I003,I050,I058
S05464,9.1,presentation;writing;seo;excel;communication,SC,1,M,I012,I017,I018,I049,I051,I064
S05465,7.06,design;autocad;backend;manufacturing;sql,OBC,1,F,I009,I043,I048,I051,I030,I033
S05466,6.35,ml;writing;presentation;analysis;sql,OBC,0,F,I066,I014,I062,I036,I056,I064
S05467,6.72,sql;frontend;cad_modelling;financial_modeling;social_media,GEN,0,F,I048,I002,I050,I063,I028,I017
S05468,6.01,autocad;manufacturing;design,GEN,0,M,I005,I052,I056,I062,I057,I058
S05469,6.31,analysis;writing;ml;design;java,SC,0,M,I069,I030,I051,I054,I057,I018
S05470,4.94,writing;communication;sql;python,GEN,0,F,I065,I006,I024,I011,I003,I056
S05471,6.89,sql;cad_modelling;design;backend,SC,1,M,I046,I018,I023,I065,I031,I052
S05472,6.43,cad_modelling;cloud,SC,0,M,I002,I054,I030,I053,I051,I062
S05473,6.99,python;backend;analysis;surveying;networking,OBC,1,M,I055,I018,I036,I015,I023,I053
S05474,5.8,financial_modeling;presentation;sql,SC,1,M,I042,I037,I036,I066,I068,I003
S05475,7.68,communication;presentation;design,GEN,0,F,I043,I018,I037,I001,I069,I067
S05476,8.73,backend;networking;cad_modelling;cloud,GEN,0,M,I053,I043,I048,I006,I064,I041
S05477,9.27,presentation;financial_modeling;excel,GEN,1,F,I039,I050,I044,I027,I011,I051
S05478,7.08,frontend;sql;backend;networking;surveying,GEN,0,F,I055,I004,I040,I010,I036,I043
S05479,6.46,python;networking;cloud;excel;presentation,GEN,0,M,I056,I057,I011,I010,I015,I055
S05480,7.5,excel;social_media;writing;frontend,GEN,1,F,I043,I038,I002,I011,I041,I003
S05481,4.92,sql;seo,GEN,1,M,I065,I061,I050,I023,I036,I006
S05482,7.0,communication;writing;seo;excel,OBC,0,M,I062,I069,I015,I058,I003,I037
S05483,6.07,excel;ml;writing,SC,1,M,I067,I004,I058,I069,I057,I044
S05484,7.63,manufacturing;analysis;seo,GEN,0,F,I016,I042,I056,I015,I041,I011
S05485,6.62,ml;design;communication,GEN,0,F,I055,I049,I025,I056,I046,I010
S05486,7.69,sql;networking;frontend;writing,SC,1,F,I056,I055,I018,I063,I052,I068
S05487,7.43,financial_modeling;manufacturing;seo,OBC,1,M,I039,I053,I018,I054,I064,I065
S05488,8.14,python;frontend,GEN,0,M,I056,I051,I057,I045,I069,I049
S05489,6.7,writing;ml;communication,GEN,0,M,I061,I052,I044,I018,I010,I042
S05490,4.92,social_media;seo;presentation,OBC,0,M,I043,I038,I053,I032,I047,I003
S05491,6.32,sql;networking;manufacturing;cad_modelling;autocad,GEN,1,M,I052,I068,I048,I047,I036,I057
S05492,7.38,cloud;python;java;seo;social_media,SC,1,F,I048,I041,I014,I052,I063,I036
S05493,6.33,excel;financial_modeling,GEN,0,O,I015,I035,I062,I069,I044,I043
S05494,6.25,python;social_media;networking;backend,SC,1,F,I056,I037,I010,I032,I015,I052
S05495,7.33,presentation;excel;financial_modeling;frontend;cad_modelling,OBC,0,F,I039,I055,I036,I038,I050,I003
S05496,6.94,communication;backend;excel;social_media,OBC,0,M,I068,I036,I050,I011,I046,I049
S05497,7.2,social_media;design;writing,GEN,0,M,I049,I063,I065,I011,I050,I003
S05498,6.01,java;backend,OBC,0,F,I051,I017,I050,I053,I003,I031
S05499,6.7,writing;presentation;networking;surveying,GEN,0,F,I069,I057,I062,I037,I020,I042
S05500,7.08,analysis;sql;communication;surveying;ml,GEN,1,M,I064,I034,I018,I036,I051,I045
S05501,7.25,analysis;manufacturing;frontend;cloud;excel,GEN,0,F,I008,I055,I039,I006,I032,I057
S05502,8.13,frontend;python;sql,GEN,1,M,I053,I012,I033,I026,I063,I042
S05503,8.25,sql;networking;social_media,GEN,0,F,I036,I041,I052,I068,I026,I003
S05504,9.36,python;cloud,GEN,0,M,I052,I006,I003,I048,I018,I050
S05505,7.65,excel;communication;financial_modeling,GEN,1,F,I017,I066,I057,I042,I018,I020
S05506,6.13,design;analysis;autocad;ml,OBC,0,F,I002,I064,I052,I025,I018,I036
S05507,7.22,frontend;backend,GEN,0,M,I058,I043,I056,I023,I020,I018
S05508,6.53,ml;frontend,GEN,0,M,I018,I006,I028,I050,I025,I054
S05509,7.14,cloud;networking;manufacturing;excel;surveying,GEN,0,F,I053,I042,I016,I018,I056,I007
S05510,5.51,autocad;backend,GEN,0,F,I028,I029,I065,I014,I009,I051
S05511,7.46,communication;cloud,GEN,1,F,I031,I007,I037,I046,I056,I040
S05512,8.48,backend;networking;python;seo;social_media,OBC,0,M,I058,I015,I040,I045,I017,I036
S05513,6.88,frontend;python,OBC,1,M,I056,I023,I017,I064,I069,I052
S05514,6.42,ml;networking,OBC,1,F,I036,I023,I015,I024,I050,I051
S05515,6.88,java;ml;frontend;cloud,OBC,0,M,I056,I058,I033,I066,I039,I018
S05516,8.47,python;sql;cloud;pcb_design,GEN,0,M,I030,I025,I067,I028,I054,I010
S05517,7.66,java;cloud;backend,ST,1,F,I036,I011,I051,I012,I054,I058
S05518,6.53,sql;ml;python,GEN,0,F,I054,I063,I067,I020,I004,I044
S05519,7.57,ml;excel;manufacturing;communication;frontend,GEN,0,M,I064,I062,I058,I045,I054,I055
S05520,5.86,design;financial_modeling,GEN,1,F,I004,I048,I051,I022,I010,I030
S05521,5.89,backend;financial_modeling;java;python;manufacturing,OBC,1,F,I048,I053,I036,I051,I046,I017
S05522,5.89,analysis;design;presentation;cad_modelling;surveying,ST,1,F,I006,I048,I064,I065,I015,I045
S05523,8.09,analysis;communication;financial_modeling,GEN,0,M,I010,I052,I018,I045,I039,I011
S05524,7.49,sql;communication;presentation;autocad;networking,GEN,0,F,I017,I039,I058,I047,I044,I016
S05525,7.37,design;financial_modeling;communication,SC,1,F,I013,I068,I011,I069,I056,I006
S05526,8.06,python;manufacturing;writing;java;pcb_design,SC,0,M,I052,I053,I050,I018,I055,I051
S05527,9.22,sql;financial_modeling,GEN,0,M,I067,I057,I054,I051,I052,I020
S05528,6.33,autocad;cad_modelling;manufacturing,OBC,1,F,I028,I055,I010,I054,I061,I066
S05529,6.87,ml;cloud;networking;writing;pcb_design,ST,1,M,I054,I063,I042,I014,I013,I053
S05530,6.84,frontend;surveying;seo,GEN,1,M,I057,I058,I055,I046,I038,I015
S05531,6.59,sql;backend;java;manufacturing,OBC,1,F,I018,I066,I053,I050,I064,I040
S05532,8.29,backend;analysis;cloud;networking;pcb_design,OBC,1,M,I056,I048,I052,I023,I002,I036
S05533,7.58,pcb_design;backend;autocad;ml,GEN,0,M,I033,I053,I049,I017,I002,I069
S05534,8.53,communication;writing;design,GEN,0,M,I022,I066,I027,I054,I014,I041
S05535,5.59,python;networking;sql,GEN,0,M,I018,I027,I066,I040,I035,I001
S05536,6.25,presentation;sql,GEN,0,M,I045,I056,I061,I051,I011,I066
S05537,7.99,backend;cloud;python,GEN,1,F,I014,I036,I009,I055,I028,I043
S05538,7.44,analysis;autocad;cloud;frontend,GEN,0,F,I013,I057,I012,I002,I036,I046
S05539,6.39,networking;backend;java,GEN,0,M,I023,I017,I038,I042,I043,I050
S05540,7.88,ml;sql;excel,GEN,1,M,I067,I010,I011,I057,I068,I043
S05541,7.48,networking;frontend;ml;java;pcb_design,GEN,0,F,I036,I024,I012,I048,I055,I018
S05542,6.55,writing;social_media;presentation,ST,0,F,I029,I048,I055,I057,I009,I052
S05543,8.76,ml;sql;python;frontend,OBC,0,M,I055,I039,I063,I009,I061,I018
S05544,6.92,writing;cad_modelling;java;autocad,GEN,1,M,I029,I036,I030,I064,I015,I066
S05545,7.67,python;frontend;excel;autocad,GEN,0,M,I018,I013,I055,I054,I001,I006
S05546,5.97,frontend;python;sql;ml;autocad,OBC,0,M,I048,I018,I008,I020,I050,I014
S05547,8.12,backend;java;cloud;communication,OBC,1,M,I051,I048,I036,I024,I013,I023
S05548,8.0,communication;seo;presentation;manufacturing;frontend,GEN,0,M,I040,I018,I030,I046,I068,I051
S05549,8.84,presentation;sql,OBC,0,F,I066,I060,I037,I067,I050,I044
S05550,8.17,backend;cloud;frontend,GEN,0,F,I018,I012,I014,I053,I046,I052
S05551,7.96,design;communication;presentation;ml,OBC,1,M,I041,I068,I034,I053,I030,I055
S05552,6.7,frontend;ml;backend,SC,1,M,I036,I001,I066,I048,I012,I007
S05553,6.57,excel;design,GEN,1,M,I039,I058,I054,I062,I042,I045
S05554,6.6,cad_modelling;design;autocad;pcb_design;presentation,GEN,0,M,I002,I053,I038,I016,I052,I069
S05555,6.38,frontend;python;networking,GEN,0,F,I054,I066,I026,I049,I032,I062
S05556,6.94,excel;backend;sql,SC,1,F,I017,I036,I065,I063,I031,I009
S05557,7.73,java;frontend;ml,OBC,1,F,I050,I041,I053,I055,I056,I034
S05558,7.72,ml;sql;cloud;financial_modeling;frontend,OBC,0,M,I003,I055,I012,I036,I015,I045
S05559,7.28,excel;seo;sql,GEN,0,M,I049,I068,I067,I030,I036,I050
S05560,6.88,sql;communication;ml;autocad;presentation,SC,0,M,I062,I045,I006,I055,I013,I014
S05561,5.89,analysis;excel;communication;java;cloud,GEN,0,M,I039,I036,I041,I006,I043,I057
S05562,5.63,analysis;excel;sql,GEN,1,M,I045,I054,I050,I062,I020,I023
S05563,7.47,presentation;sql;ml;cad_modelling;python,OBC,1,F,I039,I059,I038,I014,I051,I067
S05564,7.07,design;seo,GEN,1,F,I021,I035,I056,I006,I043,I053
S05565,7.13,surveying;manufacturing;autocad;frontend,GEN,0,M,I025,I026,I011,I067,I041,I057
